1.040518394930417312e+00,3.595497673469581490e-01,9.944570196814371821e-01,3.231256714938129715e+00
1.031162381764176184e+00,5.467637583978697258e-01,4.685036707560075175e-01,3.173329611872121259e+00
1.802360163217746614e+00,1.325871022944909550e+00,1.580380211592372408e+00,3.339929253433889578e+00
1.810547862737358349e+00,1.283763153451042971e+00,1.311853264241100714e+00,3.563103910735149871e+00
1.210305909169702820e+00,2.163676563314322343e-01,1.106200269010365611e+00,3.091719031150720554e+00
1.414172545160951033e+00,4.225514445621982307e-01,1.464068150596608220e+00,3.472664548092275094e+00
1.935973644216395506e+00,7.002572969396226865e-01,2.230484915028857706e+00,3.392355688549204995e+00
1.235184936356997776e+00,5.070841351828963423e-02,1.411421697881882320e+00,2.863547536124839255e+00
1.301703624212527055e+00,5.374427515962999502e-01,1.204114874915267919e+00,2.933127391731651379e+00
1.392838244082348131e+00,9.114564411179071346e-01,9.659145160761041238e-01,3.205367273358163516e+00
9.230617307617686729e-01,6.304066412186630775e-01,2.901646265364960509e-01,2.654496898338536859e+00
1.872815321330511207e+00,1.478971076447520350e+00,9.794175339290304150e-01,2.819826977965445458e+00
2.174342555084709527e+00,7.233209783098392132e-01,2.274958394468487910e+00,2.763241174549705637e+00
1.280140397250109308e+00,5.143814881252104509e-01,8.317695442277981410e-01,2.810111056473219904e+00
2.025567985499781010e+00,8.052926780966072062e-01,2.179329992025063945e+00,3.419413444817104075e+00
2.512672574153118621e+00,1.553610018880869692e+00,2.127742835907659558e+00,3.228555259357141605e+00
1.498090002493474460e+00,1.112843652001945793e+00,6.236692322370452901e-01,3.224376801519453384e+00
2.191309416622247763e+00,1.554621420325143832e+00,1.812688092279611363e+00,3.029864743092187673e+00
1.758294087118420723e+00,1.368509719877146091e+00,1.523801584134716336e+00,6.457060223446806635e-01
8.673969094711131422e-01,4.124041263785260258e-01,-3.996693303323124030e-02,1.328305058649596804e+00
1.210534267521865770e+00,5.968749317722988890e-01,8.365275249891115372e-01,3.356507085224701203e+00
6.966826155706441481e-01,4.879978924890237546e-01,-2.239345729106083094e-01,2.239989648690723367e+00
1.190637761556353480e+00,7.525846238971497515e-01,7.879275710568139912e-01,2.851764905693590091e+00
8.219435448381039455e-01,1.003886075701010405e+00,-3.650240270770724327e-01,2.242546006460215846e+00
2.861311700295726457e+00,1.554233311678562268e+00,2.357893466940625515e+00,1.973081360229739234e+00
2.415577679044892623e+00,1.513769185893284908e+00,2.326232561335514148e+00,3.096560608277928672e+00
2.120013450243393383e+00,9.867440356696705051e-01,2.337682704282328938e+00,3.333275849053439099e+00
7.363780897269336378e-01,4.246472032061738844e-01,-1.502694408069589205e-01,2.717617858203091874e+00
1.511587608070986244e+00,6.414267423723098993e-01,1.388634564242777314e+00,2.784845376863497979e+00
2.136326893797865001e+00,2.048948413315409667e+00,1.280465415512723970e+00,2.932777130803667198e+00
2.877011398783630991e+00,2.005007020397701734e+00,2.022101151615934178e+00,1.451014269525508382e+00
1.061979379658039013e+00,-3.856145470549491860e-01,1.414789909454720718e+00,2.751593303743509189e+00
1.622436695821146246e+00,4.302772275014608572e-01,1.635622020112967867e+00,3.026950967790129621e+00
5.954159053742487107e-01,-2.027991725102922804e-01,3.100298078316651718e-01,2.477793386391827557e+00
1.657864202562626454e+00,1.480315056528297646e+00,7.154413701880359966e-01,2.484695174686521124e+00
1.360766895324580172e+00,2.036790953991601538e-01,1.385434785287495529e+00,2.636212754924302626e+00
7.141700845615146509e-01,1.304951647877607979e-01,1.971843445941878770e-01,2.640523039605418010e+00
1.113675922075654467e+00,9.818024778237625094e-01,1.613512809446240870e-01,2.409682595219218015e+00
1.663926306957610679e+00,8.623630198747179731e-01,1.552912154226351316e+00,2.921587222612775037e+00
1.257909299628189315e+00,-7.367484402222478079e-02,1.596315313734813168e+00,2.754289729145162902e+00
2.109346694564786517e+00,1.640003609290791475e+00,1.889093484844571069e+00,3.517616140383827972e+00
9.025799080946995678e-01,1.960352707516646309e-01,9.860231437744412242e-01,2.707946460507362652e+00
1.269136547814057048e+00,4.649956095730322647e-01,1.195771706743146146e+00,3.010944838099306242e+00
6.810414213548281470e-01,6.215571711313134795e-01,-5.231369613776044869e-02,2.644191351047758598e+00
1.185748486302631743e+00,6.054146434732000648e-01,8.795985049522847543e-01,3.097865754473103195e+00
3.786759013358843573e-01,-9.114041296616252896e-02,3.299305896188440418e-02,2.849086096302727356e+00
4.582032397544667512e-01,1.669257631034275491e-01,-3.395784165799271004e-01,2.710631934851391645e+00
