7.852646173385907646e-02,6.521345727991488816e-01
2.895475762268791553e-01,5.334658118436753915e-02
3.546520204329369985e+00,-7.292350273828446250e-02
7.544823761165027065e-01,7.048315343011888334e-01
2.518366591285071676e-01,6.306529899733396283e-01
-4.532422112307560313e-01,-1.366004671986479124e+00
-5.572296854053351289e-01,3.545269023200708913e-01
4.506962334685859495e-01,-7.133125712836521082e-01
2.643866472367784604e-01,-4.576730653824197248e-02
-1.103630529784018099e+00,-1.254052748910432946e+00
7.533983236411786466e-01,-1.187940739268034340e+00
8.606492957029210356e-01,6.750438439910984023e-01
4.367104522108042897e-01,-9.495244896586455541e-01
-9.627387135897013115e-01,-1.740595582181390238e-02
1.251433390900429377e+00,-5.914145416835051017e-02
4.921062917089138455e-01,1.616017233586668933e+00
-1.339867286275999936e+00,-2.715560824139013896e+00
6.416513197521717116e-01,-9.722407978009399432e-02
4.294389666834751151e-02,2.189217041100956496e-01
5.745501083201670633e-01,5.021417152560653241e-02
-1.101733640563645755e+00,1.338857956227112345e+00
-3.701760594717896091e-01,9.168963619260871445e-01
-5.597212260254305072e-01,6.160170229566117595e-01
-2.659033234340235641e-01,5.263180238212703532e-01
-9.192858963648850024e-01,-5.690261194763703706e-02
-1.623085398588669792e-01,1.092488171269850650e+00
-1.159688124945451149e+00,-8.494063880713931258e-01
6.974153155724952535e-01,9.134131544246002488e-01
-1.575636434090054439e-01,-8.648178241346391459e-01
1.016500840131466799e-01,7.214059178126791538e-01
1.055018152974339873e+00,7.246663409626886709e-01
9.598548948696636884e-01,-3.040121807568088030e-01
6.388418016437710789e-02,-3.969938624560626073e-01
-5.927810440391562130e-01,5.275574647884714308e-01
3.393271404483683140e-02,5.764314700868459207e-01
-2.374879444045360222e-01,-1.282168621797453278e+00
-4.454500314831932317e-01,-4.592541973593043947e-01
1.083520988749546055e+00,4.102062813039131228e-01
-2.017199577684172684e+00,9.080171544846167564e-02
5.130082282846282205e-01,1.342343507270363334e+00
1.461369956833256545e+00,-5.661245746828961201e-01
-3.975644727861205041e-01,2.792723849164839844e-01
8.739738359411177715e-01,-7.549320761483614417e-01
5.352263115279307648e-01,1.790858145273652724e-01
-5.683083687117740368e-02,8.369799547389995542e-01
-5.468309796710455473e-01,5.067539695297569313e-01
-1.050674531519323995e+00,1.188559965469878188e+00
4.193063019024575316e-02,-4.048373951691663364e-01
-8.960590483159388553e-01,8.348471882992024584e-01
2.523136322923346664e-01,2.003784006533058104e-01
-2.107764270595965939e-01,2.086267170174421093e+00
-7.765627805839969700e-01,-5.174588084432287793e-01
-2.439501649101239789e+00,-5.451735644233429712e-02
-1.589293130279570754e+00,-1.131672301142632731e-01
-8.291953755342024168e-01,-1.635737456197387529e-01
-3.314005843541920626e-01,-6.297110434469109855e-03
-3.544774388720571268e-01,9.676660381363971775e-01
-1.901597272368602987e+00,3.523128421390932935e-02
1.733365701344577792e+00,-4.419815221806661087e-01
2.040891067976996487e-01,-2.743007063665581224e-01
-2.961044737246297243e-01,1.065648269549296145e+00
1.436872366337893281e+00,2.081704399643515002e-01
6.970089636408067779e-01,-2.131451660840555096e-01
