4.734678356956411593e-01,-7.424347412156795389e-01,-7.959531852448971101e-01,2.057623792559911124e-01
9.296748647690231127e-02,1.010075314622840281e-01,-1.033020331831983496e+00,-1.969737290064163260e-01
3.954240320728774072e-01,-4.652848444563993380e-01,-5.524412117575008274e-01,2.383017224260971789e-01
-3.141350344378379678e-01,-2.997347676742896372e-01,1.157973900853348087e-01,3.578263900469842440e-01
2.215974519760251782e-01,-3.645421621928960909e-01,-8.601752910566859978e-01,3.224144865692266104e-02
-9.216530893743173081e-02,5.526093234680926614e-01,8.446383841704570017e-01,5.196474466373667278e-01
-2.104742439860413650e-01,-8.658489446484343710e-02,-7.657796319068157498e-01,-4.220807596723884503e-01
-5.447113480307320676e-01,2.312281117711463829e-01,9.333555652212192077e-01,8.845858061286427931e-01
-3.674328190107298275e-01,-2.532397558913780378e-01,-6.319537830726116301e-01,-2.238917020113240786e-01
4.170697003334529473e-02,-7.227982155071435155e-01,-4.373460498002915697e-01,1.456537693114611232e-01
3.540101241988814706e+00,1.531307891284344747e+00,-1.729372126609157956e+00,4.066583682020445067e+00
7.655371669314217087e-01,4.017088235766365645e-01,-1.467013225141125421e+00,-9.282075507615912269e-01
7.879314404716373232e-01,7.571924386793211781e-01,-7.262559894256875870e-01,-9.356799669288644594e-01
2.835660345271858729e-01,-5.547614433216107033e-01,-1.520389686158592379e+00,-5.762097936037402501e-01
-4.752781440200291030e-01,5.459605453016247445e-01,1.175730090614210299e+00,6.011260311034508641e-01
-7.445921473734455898e-01,-6.018705395074509801e-02,-2.024685723795987546e-01,-2.797572361255146189e-01
-1.467910787654809757e-01,-2.159780824501738028e-01,-5.831982030887611357e-01,-4.241028590383263963e-01
-3.586237225882779600e-02,-1.009053723893010401e+00,-1.976154721674008297e-01,1.968840363302796770e-01
7.091327850811515732e-02,5.885099789825576355e-01,-6.753963723670074470e-01,4.683410083001132707e-01
-3.695087446791490704e-01,-2.373991781394079736e-01,3.995515932079354293e-01,6.258732141927042525e-01
-3.034116232517456990e-01,-2.471337610050070577e-01,-4.278337397872655212e-01,-2.141378349085052979e-01
-4.211596892101658329e-01,-3.751197841862596860e-01,2.600666221002235351e-02,1.517999082091701091e-01
-2.627454194266430898e-01,2.920901570558588345e-01,9.452891188486601814e-01,6.006004842568740676e-01
-3.423247245013392726e-01,-7.245949648669435250e-01,-2.980156315261390798e-01,2.882287289458598800e-02
-7.101349796219234012e-01,2.525775947211575945e-01,3.295630656753317234e-01,5.605699839481352864e-01
2.505385161887727641e+00,7.529437982181756972e-01,-1.497060287456911443e+00,-9.414834424653587552e-01
-1.770900378914519180e-01,-8.875092542401762097e-02,-9.023573931670419990e-01,-4.669975050506481873e-01
-2.580004623200332636e-01,-4.147724044113019204e-01,-4.986440814632423502e-01,-1.118974218962683481e-01
-2.913923824433497511e-01,-6.509145484930657366e-01,-3.126242466592482616e-01,1.600487366551670010e-01
-2.838782406153605997e-01,-5.809739503016967399e-01,-3.810170857813228174e-01,-3.661621713990275556e-02
-3.984156518520072798e-01,-2.011056123451578637e-01,6.609645900724991918e-02,1.805260661810443035e-01
-6.346745748130258047e-01,3.029548564653869458e-01,5.807815031769222314e-01,6.136772717625501583e-01
-3.813463664064592473e-01,-4.247896075533886817e-01,-2.016620779584274159e-01,-3.823598604943599655e-02
-5.385006961717144769e-01,-6.055776462624071765e-01,-3.029952008205651359e-01,-1.844058454247916035e-01
-6.889809134436191140e-01,-1.441808126895395281e-01,5.303321435876410250e-01,5.908832818366245299e-01
-5.234110500427248125e-01,-4.034820070172838169e-01,-4.170499104601120277e-01,-6.354583798766719194e-02
-2.484582447318422760e-01,-6.201293433112144982e-01,-5.896323449671906358e-01,-1.131972247032272672e-01
